Brand,Processor,RAM (GB),Screen Size (inch),Battery Life (hours),Weight (kg),Operating System,Storage_Type,Storage_Capacity,Resolution_Type,GPU_Model,Price_THB
Asus,AMD Ryzen 9,16.0,17.3,8.1,2.42,Linux,SSD,512.0,Full HD,,53163.6
Microsoft,Intel i5,8.0,13.3,6.8,1.42,Windows,SSD,256.0,Full HD,RTX 3060,30882.25
Lenovo,AMD Ryzen 7,4.0,17.3,4.0,2.99,macOS,SSD,512.0,Full HD,RTX 2060,48542.9
Asus,Intel i7,32.0,15.6,5.0,2.17,Windows,SSD,1.0,HD,RTX 2060,60428.2
Acer,Intel i9,64.0,14.0,7.9,2.01,FreeDOS,HDD,,4K,RX 6600,233693.6
Razer,AMD Ryzen 7,4.0,15.6,11.6,2.09,FreeDOS,SSD,256.0,4K,RTX 3060,97956.95
HP,Intel i5,64.0,14.0,7.5,,macOS,SSD,1.0,2K,RX 6600,100174.55
Razer,Intel i5,64.0,14.0,7.4,3.43,Windows,HDD,1.0,4K,RTX 3080,164792.25
Asus,Intel i3,32.0,15.6,7.1,1.66,macOS,SSD,2.0,Full HD,RTX 3080,52369.1
HP,Intel i9,4.0,15.6,8.6,3.31,Linux,SSD,512.0,HD,RX 6600,47825.4
MSI,AMD Ryzen 9,32.0,16.0,10.5,2.56,Linux,HDD,1.0,Other,GTX 1650,134950.19999999998
Microsoft,AMD Ryzen 3,32.0,17.3,6.0,1.54,Windows,SSD,1.0,Full HD,,55744.5
Asus,AMD Ryzen 5,32.0,15.6,11.8,1.55,FreeDOS,SSD,256.0,HD,RX 6800,54264.0
Razer,AMD Ryzen 5,32.0,15.6,11.4,2.5,macOS,SSD,1.0,Full HD,RTX 3060,83731.20000000001
Lenovo,Intel i3,32.0,17.3,11.0,1.63,Windows,SSD,2.0,4K,,55408.5
HP,AMD Ryzen 7,64.0,13.3,6.3,2.7,Linux,HDD,1.0,Full HD,RX 6600,88272.09999999999
Asus,Intel i3,64.0,13.3,9.3,2.6,Linux,SSD,1.0,2K,,62682.200000000004
Dell,AMD Ryzen 3,16.0,13.3,9.6,3.13,Linux,HDD,1.0,HD,RTX 2060,23509.850000000002
Dell,AMD Ryzen 9,16.0,14.0,11.2,2.31,macOS,SSD,512.0,4K,RX 6600,112745.84999999999
Acer,Intel i7,8.0,14.0,5.7,2.1,Windows,HDD,1.0,2K,RTX 3080,51174.9
MSI,Intel i3,32.0,15.6,8.0,1.36,Windows,HDD,1.0,HD,GTX 1650,47033.0
Samsung,Intel i9,64.0,14.0,5.3,1.64,Linux,SSD,512.0,HD,RX 6600,110710.59999999999
Razer,Intel i7,8.0,17.3,6.1,2.29,macOS,SSD,1.0,4K,GTX 1650,110530.0
HP,Intel i9,16.0,15.6,6.8,1.71,Windows,HDD,1.0,HD,RX 6600,56874.65
HP,AMD Ryzen 7,64.0,14.0,5.1,2.54,FreeDOS,SSD,2.0,HD,RX 6800,83077.75
Dell,Intel i5,64.0,13.3,5.5,2.69,Linux,SSD,256.0,Full HD,RTX 2060,81612.65
Dell,AMD Ryzen 7,16.0,16.0,6.1,3.41,macOS,SSD,2.0,Full HD,RTX 3080,53732.700000000004
HP,AMD Ryzen 7,4.0,15.6,5.6,2.62,Linux,HDD,1.0,4K,GTX 1650,58134.3
Microsoft,AMD Ryzen 9,64.0,15.6,5.2,2.53,macOS,HDD,1.0,Full HD,RX 6800,130528.65
HP,Intel i3,4.0,17.3,8.7,2.56,Windows,SSD,2.0,Full HD,RX 6800,24919.65
HP,Intel i7,8.0,13.3,8.1,3.16,macOS,SSD,512.0,2K,RTX 3060,58524.9
Lenovo,Intel i9,64.0,17.3,5.2,2.12,macOS,SSD,512.0,4K,RX 6800,250593.0
MSI,AMD Ryzen 3,64.0,13.3,10.1,2.63,FreeDOS,SSD,1.0,2K,RTX 3080,114171.05
Asus,Intel i5,8.0,16.0,7.0,1.55,FreeDOS,SSD,256.0,HD,RTX 3060,36480.5
Lenovo,Intel i3,32.0,17.3,7.5,2.59,Linux,SSD,256.0,2K,RTX 3080,67814.95
Lenovo,Intel i5,64.0,17.3,10.6,1.24,FreeDOS,SSD,512.0,HD,RTX 3080,76128.85
Microsoft,AMD Ryzen 5,4.0,15.6,5.1,2.13,Linux,SSD,256.0,HD,RTX 3080,34469.75
MSI,AMD Ryzen 9,8.0,16.0,7.2,1.75,Linux,SSD,2.0,HD,RTX 2060,71369.90000000001
Samsung,Intel i9,32.0,15.6,4.4,2.99,Linux,SSD,2.0,Full HD,RTX 2060,100025.45
MSI,AMD Ryzen 9,16.0,16.0,4.2,2.01,Linux,SSD,512.0,HD,GTX 1650,82036.84999999999
Lenovo,AMD Ryzen 7,8.0,16.0,4.1,3.26,FreeDOS,SSD,1.0,HD,GTX 1650,45132.85
Lenovo,Intel i3,16.0,17.3,4.7,1.31,FreeDOS,SSD,2.0,2K,RX 6800,48385.4
MSI,Intel i5,16.0,14.0,7.8,2.27,FreeDOS,SSD,1.0,2K,RTX 2060,68343.8
MSI,AMD Ryzen 7,8.0,13.3,6.6,1.74,Windows,SSD,1.0,4K,GTX 1650,91976.15
HP,Intel i3,16.0,13.3,9.0,1.58,Linux,SSD,512.0,Full HD,RTX 3080,39287.5
Asus,AMD Ryzen 7,64.0,13.3,6.8,3.35,Windows,SSD,2.0,2K,RX 6800,126608.65
Samsung,AMD Ryzen 3,4.0,15.6,6.8,2.88,macOS,SSD,2.0,2K,GTX 1650,41449.45
Razer,AMD Ryzen 5,4.0,16.0,9.1,1.63,Windows,HDD,1.0,2K,,37962.4
Razer,Intel i5,32.0,15.6,11.9,1.38,FreeDOS,SSD,256.0,Full HD,RTX 3060,84537.95
Dell,Intel i3,64.0,15.6,8.2,1.75,macOS,SSD,512.0,2K,RTX 3060,92656.20000000001
Lenovo,AMD Ryzen 5,64.0,14.0,7.5,1.4,Windows,SSD,1.0,2K,RTX 3060,99818.95
Samsung,Intel i5,32.0,15.6,11.6,3.18,Linux,SSD,1.0,HD,GTX 1650,49566.65
Samsung,AMD Ryzen 7,4.0,15.6,10.9,1.54,Windows,SSD,512.0,Full HD,RTX 2060,40691.7
Samsung,Intel i3,16.0,15.6,11.2,1.24,Windows,HDD,1.0,HD,,21811.65
Lenovo,Intel i5,32.0,14.0,10.8,2.42,macOS,SSD,512.0,HD,RTX 3080,45871.0
Acer,Intel i5,32.0,13.3,11.2,1.82,Windows,SSD,256.0,HD,RTX 2060,43079.75
,Intel i7,32.0,17.3,8.9,1.58,FreeDOS,SSD,1.0,4K,GTX 1650,122934.34999999999
Microsoft,Intel i3,4.0,14.0,6.7,1.26,Linux,SSD,2.0,HD,,15103.55
Dell,AMD Ryzen 3,16.0,16.0,10.8,1.99,Windows,SSD,512.0,4K,RTX 3080,59406.899999999994
Acer,Intel i5,16.0,14.0,8.6,1.31,Windows,SSD,512.0,Full HD,RTX 2060,46816.0
Microsoft,AMD Ryzen 5,4.0,14.0,10.3,1.73,macOS,HDD,1.0,HD,RX 6800,27491.8
MSI,AMD Ryzen 7,64.0,17.3,6.2,1.88,Linux,SSD,512.0,Full HD,,96068.0
Samsung,Intel i3,8.0,13.3,10.6,,macOS,SSD,1.0,4K,RX 6800,52986.850000000006
Dell,Intel i9,4.0,17.3,7.1,1.64,Linux,SSD,512.0,Full HD,RTX 3080,58977.45
MSI,Intel i5,4.0,13.3,4.5,2.93,Linux,SSD,256.0,Full HD,RX 6800,37541.35
Dell,AMD Ryzen 5,4.0,15.6,10.2,1.82,Windows,HDD,1.0,HD,RTX 3080,22585.85
Acer,AMD Ryzen 5,64.0,17.3,5.4,1.62,FreeDOS,SSD,512.0,4K,RX 6600,146633.9
Lenovo,Intel i9,64.0,17.3,9.8,2.52,macOS,HDD,1.0,Full HD,RX 6600,123823.34999999999
Samsung,AMD Ryzen 5,16.0,15.6,9.3,2.75,Linux,SSD,2.0,Full HD,,31107.3
Asus,Intel i3,,13.3,10.0,1.68,macOS,SSD,512.0,4K,RTX 3060,44758.7
Microsoft,Intel i3,64.0,13.3,4.0,1.37,Linux,HDD,1.0,HD,RTX 3080,47237.75
Lenovo,AMD Ryzen 7,32.0,17.3,11.2,3.11,macOS,SSD,256.0,HD,,40022.85
MSI,AMD Ryzen 3,8.0,17.3,11.2,1.83,Linux,HDD,1.0,Full HD,,21507.15
Lenovo,Intel i5,64.0,16.0,10.7,1.79,Windows,SSD,256.0,2K,RX 6600,114403.09999999999
Acer,Intel i5,32.0,13.3,9.4,2.25,Linux,HDD,1.0,Full HD,,35105.0
Asus,Intel i9,16.0,16.0,7.9,3.4,Windows,SSD,256.0,2K,RX 6800,95313.05
Dell,Intel i9,32.0,15.6,10.9,1.34,macOS,SSD,512.0,2K,RTX 2060,123926.6
Apple,AMD Ryzen 7,8.0,15.6,5.8,2.15,FreeDOS,SSD,1.0,2K,RX 6600,91209.3
Acer,AMD Ryzen 3,8.0,17.3,9.9,1.8,FreeDOS,SSD,1.0,Full HD,,18341.75
MSI,AMD Ryzen 9,4.0,14.0,6.2,3.22,macOS,SSD,1.0,HD,RTX 3060,53723.6
MSI,Intel i5,4.0,13.3,8.4,2.83,Linux,SSD,512.0,2K,RTX 2060,54105.1
Acer,Intel i3,8.0,14.0,11.2,1.53,Windows,SSD,1.0,4K,RTX 3080,47299.700000000004
HP,AMD Ryzen 9,8.0,17.3,11.6,2.22,Linux,SSD,2.0,2K,RTX 3080,82040.7
Razer,Intel i5,64.0,17.3,11.6,1.29,Linux,HDD,1.0,2K,RTX 3060,133773.85
Lenovo,Intel i9,64.0,17.3,11.0,2.02,macOS,HDD,1.0,2K,GTX 1650,159656.34999999998
Dell,Intel i7,32.0,14.0,10.4,2.61,macOS,SSD,256.0,4K,,81011.35
Apple,Intel i3,16.0,15.6,4.2,1.93,FreeDOS,SSD,2.0,4K,RX 6800,95039.0
Razer,Intel i9,4.0,15.6,7.6,1.84,Linux,SSD,2.0,2K,GTX 1650,105203.0
Microsoft,Intel i3,8.0,16.0,5.8,2.01,Linux,SSD,256.0,4K,RX 6800,54181.4
HP,AMD Ryzen 5,16.0,,4.7,1.89,FreeDOS,SSD,512.0,HD,RX 6800,43382.85
Dell,AMD Ryzen 5,16.0,16.0,10.4,1.45,FreeDOS,SSD,1.0,Full HD,,31632.3
Asus,Intel i7,8.0,15.6,,1.66,FreeDOS,SSD,256.0,4K,RTX 3060,78875.3
Apple,AMD Ryzen 7,8.0,15.6,8.3,2.69,macOS,SSD,512.0,2K,RTX 3060,86937.2
Acer,AMD Ryzen 9,32.0,15.6,9.3,1.94,FreeDOS,SSD,512.0,4K,RTX 2060,163880.85
Acer,AMD Ryzen 9,16.0,14.0,5.6,1.41,Linux,HDD,1.0,4K,RTX 3080,93711.1
Asus,Intel i5,4.0,14.0,4.7,2.02,FreeDOS,SSD,1.0,4K,RTX 3060,48802.6
Razer,Intel i5,8.0,15.6,7.4,2.4,FreeDOS,HDD,1.0,Full HD,,26435.5
Razer,AMD Ryzen 7,32.0,16.0,8.5,1.54,macOS,SSD,512.0,HD,,62553.75
HP,Intel i3,8.0,17.3,6.6,1.28,Linux,SSD,2.0,HD,RX 6800,31118.5
Lenovo,Intel i5,8.0,13.3,11.1,1.66,macOS,SSD,512.0,4K,RTX 3060,60888.100000000006
Apple,Intel i3,32.0,17.3,7.0,2.65,FreeDOS,SSD,2.0,HD,RX 6800,69198.5
Dell,AMD Ryzen 7,8.0,15.6,4.5,1.68,Linux,SSD,256.0,2K,RTX 2060,60271.4
Razer,Intel i5,32.0,15.6,6.4,3.4,FreeDOS,SSD,1.0,2K,RTX 3080,111504.75
Samsung,AMD Ryzen 5,64.0,15.6,11.2,2.18,Linux,SSD,2.0,2K,RX 6600,113190.0
Asus,Intel i3,32.0,17.3,11.0,1.76,Windows,HDD,1.0,2K,RTX 2060,58859.5
Samsung,AMD Ryzen 3,32.0,14.0,11.8,2.85,macOS,SSD,1.0,4K,,55424.25
Dell,AMD Ryzen 3,4.0,13.3,4.6,2.17,Windows,SSD,2.0,4K,RX 6600,48283.2
Dell,Intel i3,32.0,13.3,11.0,1.22,FreeDOS,SSD,2.0,HD,GTX 1650,42559.3
Acer,Intel i9,64.0,15.6,7.7,3.26,Linux,SSD,512.0,HD,RTX 2060,127157.45000000001
Asus,AMD Ryzen 3,64.0,17.3,10.4,2.77,FreeDOS,SSD,256.0,4K,RTX 2060,130185.3
Acer,AMD Ryzen 7,16.0,15.6,7.6,3.02,Linux,SSD,2.0,HD,RTX 2060,53262.299999999996
Lenovo,Intel i5,32.0,17.3,11.4,2.86,Linux,HDD,1.0,Full HD,RTX 2060,50476.65
Lenovo,Intel i7,4.0,14.0,10.5,2.46,macOS,SSD,512.0,2K,RTX 2060,52292.799999999996
Samsung,Intel i5,4.0,13.3,7.8,2.79,Windows,SSD,2.0,Full HD,RX 6600,28394.8
MSI,AMD Ryzen 7,16.0,15.6,5.6,2.51,FreeDOS,SSD,256.0,2K,RTX 2060,96540.5
Acer,AMD Ryzen 5,4.0,15.6,8.1,2.4,FreeDOS,SSD,512.0,4K,RX 6600,58375.45
Acer,AMD Ryzen 7,16.0,15.6,5.4,2.61,macOS,SSD,2.0,HD,GTX 1650,45042.9
Dell,AMD Ryzen 7,4.0,16.0,9.4,3.36,macOS,SSD,512.0,4K,RTX 2060,74481.75
Acer,Intel i5,32.0,14.0,9.3,2.3,FreeDOS,HDD,1.0,2K,RX 6600,55193.6
Microsoft,AMD Ryzen 3,32.0,15.6,4.3,1.58,macOS,HDD,1.0,2K,,35368.9
Microsoft,AMD Ryzen 5,64.0,14.0,6.1,2.58,Linux,SSD,512.0,2K,RTX 3060,100656.15
Asus,AMD Ryzen 5,32.0,17.3,8.9,3.15,Linux,SSD,256.0,Full HD,RTX 3080,64398.950000000004
Asus,AMD Ryzen 5,4.0,15.6,4.9,2.69,Windows,SSD,2.0,4K,GTX 1650,58217.6
Asus,Intel i9,64.0,13.3,4.1,2.87,FreeDOS,HDD,1.0,HD,RTX 3080,98495.59999999999
Razer,Intel i3,64.0,17.3,,3.37,macOS,SSD,512.0,2K,RX 6800,129671.5
Microsoft,AMD Ryzen 5,16.0,13.3,4.7,1.24,Windows,SSD,2.0,HD,RTX 3060,33443.2
MSI,AMD Ryzen 5,16.0,14.0,5.6,1.77,Windows,HDD,1.0,Full HD,RX 6600,50808.450000000004
Apple,Intel i5,64.0,14.0,4.1,2.23,FreeDOS,SSD,512.0,HD,RTX 3080,107522.45000000001
Dell,Intel i3,32.0,15.6,4.9,2.32,Linux,HDD,1.0,2K,GTX 1650,50929.9
Razer,Intel i7,8.0,14.0,11.6,1.46,macOS,SSD,1.0,Full HD,RTX 3060,62728.75
Samsung,Intel i5,64.0,16.0,9.5,1.71,macOS,SSD,256.0,4K,RX 6600,150071.95
MSI,AMD Ryzen 3,16.0,15.6,7.8,1.67,Linux,SSD,2.0,4K,RTX 2060,82365.84999999999
Microsoft,AMD Ryzen 9,64.0,14.0,9.5,3.35,Windows,SSD,256.0,2K,GTX 1650,171210.2
MSI,AMD Ryzen 9,32.0,16.0,5.8,2.09,Windows,SSD,1.0,4K,GTX 1650,218210.65
Microsoft,Intel i5,8.0,17.3,8.3,2.2,Windows,SSD,512.0,Full HD,,22367.800000000003
Asus,AMD Ryzen 7,8.0,13.3,7.8,1.23,FreeDOS,SSD,256.0,4K,RTX 2060,68907.3
Dell,AMD Ryzen 9,16.0,17.3,9.1,3.33,Windows,SSD,1.0,2K,RX 6800,93336.25
HP,AMD Ryzen 5,16.0,13.3,4.7,2.86,macOS,SSD,512.0,HD,GTX 1650,34936.299999999996
Lenovo,AMD Ryzen 3,32.0,15.6,5.1,1.48,FreeDOS,SSD,2.0,2K,RTX 2060,61634.3
Acer,AMD Ryzen 7,8.0,14.0,8.3,2.64,Linux,SSD,1.0,4K,RX 6800,73615.15
Asus,Intel i5,16.0,16.0,7.2,2.7,Linux,HDD,1.0,4K,RTX 3080,65319.45
HP,Intel i3,8.0,15.6,10.0,1.63,FreeDOS,SSD,2.0,HD,,17534.65
Acer,AMD Ryzen 9,16.0,13.3,9.7,3.25,Linux,HDD,1.0,4K,RTX 3060,96786.90000000001
HP,Intel i7,16.0,13.3,4.8,2.65,Windows,SSD,1.0,4K,RX 6800,88851.35
Razer,Intel i5,64.0,14.0,8.7,1.27,Linux,HDD,1.0,2K,RTX 3060,116981.20000000001
Dell,AMD Ryzen 7,32.0,17.3,10.3,1.94,FreeDOS,SSD,1.0,Full HD,GTX 1650,80091.55
HP,AMD Ryzen 5,32.0,16.0,6.1,3.13,FreeDOS,SSD,2.0,2K,RTX 2060,76187.65
Microsoft,Intel i3,32.0,13.3,7.6,1.35,macOS,HDD,1.0,4K,RTX 3080,62797.0
Razer,Intel i3,64.0,17.3,6.6,2.85,Linux,SSD,512.0,Full HD,GTX 1650,110038.6
Razer,AMD Ryzen 9,8.0,17.3,4.3,2.45,Windows,HDD,1.0,4K,RTX 3060,127684.55
Asus,Intel i7,16.0,13.3,8.4,2.57,Linux,SSD,256.0,Full HD,GTX 1650,52676.75
Microsoft,Intel i3,64.0,16.0,8.2,2.71,FreeDOS,SSD,1.0,HD,GTX 1650,61632.9
Acer,Intel i3,16.0,13.3,7.5,1.35,Windows,SSD,1.0,2K,GTX 1650,44129.049999999996
Acer,Intel i5,16.0,15.6,10.0,1.46,macOS,SSD,1.0,4K,RTX 2060,81797.45000000001
Razer,Intel i7,16.0,17.3,11.5,2.7,Linux,SSD,512.0,4K,,84540.40000000001
Razer,AMD Ryzen 3,16.0,14.0,10.0,1.51,macOS,SSD,2.0,Full HD,RX 6600,50229.55
Apple,Intel i3,8.0,16.0,8.1,3.4,Linux,SSD,256.0,Full HD,GTX 1650,52176.95
HP,Intel i5,64.0,17.3,9.8,1.35,Windows,SSD,2.0,4K,RX 6800,149293.55
HP,AMD Ryzen 3,8.0,14.0,10.4,2.67,Linux,SSD,1.0,4K,RTX 2060,52553.9
MSI,AMD Ryzen 9,8.0,17.3,8.5,1.69,FreeDOS,SSD,512.0,2K,RX 6600,102306.75
Razer,Intel i9,4.0,14.0,9.2,1.31,FreeDOS,SSD,256.0,4K,,78606.5
MSI,AMD Ryzen 7,4.0,16.0,5.7,3.47,Windows,SSD,256.0,2K,RX 6600,72501.1
HP,Intel i9,16.0,16.0,8.4,3.46,Linux,HDD,1.0,Full HD,RTX 3080,65524.9
Apple,AMD Ryzen 3,4.0,16.0,10.2,2.05,Linux,SSD,2.0,2K,RTX 3080,54801.6
MSI,Intel i3,64.0,15.6,9.5,1.55,Linux,SSD,256.0,Full HD,RTX 3060,94615.15
HP,AMD Ryzen 3,16.0,17.3,10.7,2.0,Linux,SSD,2.0,4K,RTX 3080,66092.59999999999
Dell,Intel i7,64.0,16.0,5.9,3.0,macOS,SSD,1.0,2K,RTX 3060,142501.44999999998
Lenovo,Intel i3,8.0,14.0,8.2,3.09,FreeDOS,SSD,1.0,2K,RTX 2060,37370.200000000004
Acer,AMD Ryzen 7,8.0,16.0,4.8,3.43,macOS,SSD,256.0,HD,GTX 1650,42414.049999999996
Razer,Intel i9,4.0,16.0,8.7,2.99,macOS,SSD,256.0,2K,RX 6600,95967.90000000001
Lenovo,Intel i3,16.0,16.0,10.9,3.07,FreeDOS,SSD,256.0,Full HD,RX 6600,43123.149999999994
HP,AMD Ryzen 9,16.0,17.3,6.0,3.1,macOS,SSD,512.0,4K,RTX 3060,128884.7
Dell,Intel i3,4.0,15.6,10.6,1.42,Windows,SSD,1.0,Full HD,RTX 2060,29373.4
Razer,Intel i5,64.0,15.6,8.6,3.44,FreeDOS,SSD,2.0,2K,,110994.1
Lenovo,AMD Ryzen 7,4.0,17.3,9.8,1.74,macOS,SSD,512.0,HD,RTX 3080,40234.25
Dell,AMD Ryzen 5,64.0,14.0,4.2,1.42,Linux,SSD,1.0,Full HD,RTX 3080,82736.84999999999
Lenovo,Intel i3,16.0,17.3,5.8,1.95,macOS,HDD,1.0,HD,RTX 3080,24085.6
HP,Intel i3,16.0,15.6,5.5,2.76,macOS,SSD,2.0,Full HD,RX 6800,39241.3
HP,AMD Ryzen 7,32.0,15.6,8.9,1.82,,SSD,256.0,Full HD,RTX 3060,78400.0
Apple,Intel i5,32.0,14.0,6.6,1.64,Linux,HDD,1.0,2K,GTX 1650,86136.4
Samsung,AMD Ryzen 5,4.0,17.3,7.0,1.67,macOS,SSD,512.0,Full HD,RX 6600,37672.25
MSI,AMD Ryzen 9,4.0,14.0,6.8,2.69,Windows,SSD,2.0,Full HD,RTX 2060,66514.7
HP,Intel i7,64.0,13.3,7.4,2.7,FreeDOS,HDD,1.0,Full HD,RX 6800,87847.90000000001
Lenovo,Intel i9,8.0,17.3,10.9,3.49,Windows,SSD,512.0,Full HD,RX 6600,68980.8
Asus,AMD Ryzen 7,16.0,17.3,8.3,2.42,Linux,SSD,1.0,2K,RX 6600,67287.15
HP,Intel i3,64.0,17.3,6.8,2.4,Windows,SSD,1.0,4K,RX 6800,121893.09999999999
Acer,Intel i7,4.0,15.6,9.8,2.99,FreeDOS,SSD,2.0,HD,RTX 3060,36749.65
MSI,AMD Ryzen 5,8.0,16.0,8.5,2.14,macOS,SSD,512.0,HD,RTX 3060,47013.05
Microsoft,AMD Ryzen 5,32.0,16.0,9.8,1.77,FreeDOS,HDD,1.0,HD,RTX 3080,39851.0
Acer,AMD Ryzen 7,64.0,14.0,9.4,2.9,Windows,SSD,1.0,HD,GTX 1650,81588.85
Dell,Intel i5,64.0,15.6,5.1,3.14,Linux,SSD,512.0,4K,RX 6600,151746.34999999998
Apple,Intel i9,32.0,17.3,5.3,3.04,Linux,SSD,256.0,4K,RTX 3080,255839.5
Asus,AMD Ryzen 5,32.0,15.6,5.9,1.47,FreeDOS,HDD,1.0,4K,,61560.45
Apple,Intel i9,8.0,15.6,6.6,1.65,Windows,HDD,1.0,4K,RX 6600,128902.90000000001
Apple,AMD Ryzen 5,64.0,13.3,7.5,3.38,Windows,SSD,512.0,Full HD,RTX 3060,127920.1
HP,AMD Ryzen 5,8.0,14.0,6.9,1.61,Windows,SSD,256.0,Full HD,RTX 3060,35972.65
Apple,AMD Ryzen 5,8.0,14.0,10.3,2.7,FreeDOS,SSD,2.0,2K,RX 6600,62505.1
Dell,AMD Ryzen 9,8.0,14.0,4.0,1.4,Windows,SSD,1.0,4K,,61227.95
HP,AMD Ryzen 5,4.0,16.0,4.9,1.8,Windows,SSD,256.0,HD,RX 6600,29613.5
MSI,AMD Ryzen 9,32.0,15.6,4.2,2.17,Linux,SSD,2.0,Full HD,GTX 1650,129069.5
MSI,AMD Ryzen 9,16.0,16.0,8.4,2.51,FreeDOS,SSD,256.0,2K,RTX 2060,127433.6
HP,Intel i9,4.0,17.3,4.8,3.05,FreeDOS,HDD,1.0,HD,RX 6600,45301.899999999994
Apple,AMD Ryzen 3,64.0,14.0,5.2,2.92,Windows,SSD,1.0,4K,,110979.40000000001
MSI,AMD Ryzen 9,4.0,17.3,10.4,1.83,macOS,SSD,1.0,4K,RTX 3060,127860.25
Samsung,Intel i5,16.0,17.3,9.9,3.29,FreeDOS,HDD,1.0,2K,GTX 1650,46917.15
Acer,Intel i5,8.0,16.0,5.0,2.2,FreeDOS,SSD,256.0,HD,RTX 3060,30315.949999999997
HP,AMD Ryzen 3,32.0,14.0,8.4,1.75,Linux,SSD,512.0,2K,RTX 3060,61793.9
MSI,Intel i5,32.0,16.0,10.2,2.76,macOS,HDD,1.0,Full HD,,48728.05
Lenovo,AMD Ryzen 7,16.0,17.3,9.9,3.29,FreeDOS,SSD,512.0,Full HD,RX 6600,52794.700000000004
MSI,AMD Ryzen 9,16.0,14.0,7.3,3.37,Windows,SSD,2.0,2K,RX 6800,117245.1
Acer,Intel i7,32.0,17.3,10.4,3.23,Linux,HDD,1.0,Full HD,RTX 2060,62237.700000000004
Microsoft,Intel i7,64.0,14.0,7.1,2.03,Linux,SSD,1.0,2K,GTX 1650,127990.45
HP,Intel i5,16.0,14.0,11.2,1.52,Linux,SSD,2.0,Full HD,RTX 3060,45673.6
MSI,AMD Ryzen 7,32.0,17.3,6.5,2.85,macOS,HDD,1.0,2K,RX 6600,101361.05
Samsung,Intel i3,32.0,13.3,11.8,1.35,,SSD,2.0,Full HD,RTX 3080,50157.45
Dell,Intel i7,64.0,13.3,9.7,2.57,Windows,HDD,1.0,4K,RX 6600,145873.0
Apple,Intel i7,16.0,14.0,6.5,2.93,FreeDOS,SSD,1.0,4K,RTX 3060,129445.75
Lenovo,AMD Ryzen 3,4.0,13.3,5.4,3.4,Linux,SSD,1.0,4K,RTX 2060,42430.5
Microsoft,AMD Ryzen 5,8.0,14.0,4.1,1.62,FreeDOS,SSD,256.0,Full HD,RX 6800,36314.6
Asus,Intel i5,4.0,16.0,9.8,1.29,FreeDOS,SSD,2.0,Full HD,RX 6600,32707.5
Lenovo,Intel i3,64.0,16.0,8.0,2.74,FreeDOS,SSD,2.0,Other,GTX 1650,131679.1
Acer,AMD Ryzen 9,8.0,14.0,5.5,2.06,macOS,SSD,2.0,4K,GTX 1650,95095.0
Razer,Intel i9,8.0,14.0,10.7,2.64,macOS,HDD,1.0,4K,,74246.90000000001
Microsoft,Intel i3,16.0,16.0,9.4,3.03,macOS,SSD,1.0,4K,RX 6800,59992.45
Dell,Intel i7,32.0,17.3,6.0,3.27,Linux,SSD,256.0,Full HD,RX 6600,74522.0
Dell,Intel i9,4.0,17.3,6.8,3.13,Linux,SSD,256.0,HD,RTX 3080,48711.95
MSI,AMD Ryzen 7,32.0,16.0,4.7,2.68,Linux,SSD,2.0,Full HD,RX 6800,103393.15000000001
Lenovo,Intel i5,8.0,17.3,7.3,2.85,FreeDOS,SSD,2.0,Full HD,RTX 3080,44250.15
MSI,AMD Ryzen 9,64.0,16.0,8.1,1.57,FreeDOS,HDD,1.0,4K,RX 6800,270422.6
Lenovo,Intel i5,32.0,15.6,8.0,1.24,FreeDOS,SSD,2.0,2K,GTX 1650,73274.59999999999
Asus,AMD Ryzen 7,4.0,17.3,5.9,1.79,FreeDOS,HDD,1.0,2K,GTX 1650,47872.299999999996
Razer,Intel i3,32.0,16.0,9.1,1.9,FreeDOS,SSD,2.0,2K,GTX 1650,83923.0
Microsoft,AMD Ryzen 7,8.0,16.0,9.9,2.59,FreeDOS,SSD,256.0,HD,RX 6600,42237.65
Razer,Intel i3,4.0,13.3,12.0,2.55,macOS,SSD,256.0,Full HD,RX 6800,36418.9
HP,AMD Ryzen 9,8.0,16.0,7.4,1.79,Windows,SSD,2.0,Full HD,RTX 3080,61861.8
Razer,AMD Ryzen 7,16.0,13.3,12.0,3.36,Windows,SSD,256.0,Full HD,GTX 1650,72587.90000000001
Samsung,Intel i7,64.0,15.6,11.3,3.27,macOS,SSD,2.0,4K,RX 6800,191703.05
Razer,Intel i5,4.0,16.0,7.4,1.68,FreeDOS,SSD,2.0,4K,GTX 1650,77526.4
Samsung,Intel i7,16.0,17.3,7.5,2.69,macOS,SSD,256.0,2K,GTX 1650,75992.0
Razer,Intel i5,4.0,14.0,10.7,2.73,macOS,SSD,2.0,HD,RX 6800,37727.9
Lenovo,AMD Ryzen 9,64.0,13.3,4.6,3.07,Windows,SSD,2.0,2K,RX 6600,166921.30000000002
HP,Intel i7,8.0,14.0,5.4,2.04,Linux,SSD,256.0,HD,RX 6800,31959.55
Apple,Intel i3,32.0,14.0,11.6,1.75,Windows,SSD,512.0,HD,,37975.7
Acer,Intel i9,4.0,14.0,10.6,3.16,Windows,SSD,256.0,2K,RTX 3060,64876.35
Dell,AMD Ryzen 5,4.0,17.3,8.9,1.97,Windows,SSD,2.0,2K,,29261.75
MSI,Intel i3,16.0,17.3,6.8,1.46,macOS,SSD,2.0,Full HD,RTX 3080,47831.0
